,pmid_pmcid,publisher,journal_title,article_title,cost_with_vat
173,23713614,Biochem Journal,Biochem journal,Proteolytic Processing of QSOX1A Ensures Efficient Secretion of a Potent Disulfide Catalyst,1800.0
174,23769672,Biochem Journal,Molecular cell,ERdj5 is the ER Reductase that Catalyses the Removal of Non-Native Disulfides and Correct Folding of the LDL-Receptor,3906.43
175,PMID:23971731,BioMed Central,Arthritis research & therapy,Transcriptomic signatures in cartilage ageing,1608.0
176,22738332 PMC3381227,BioMed Central,Biomed central,Long-term impact of systemic bacterial infection on the cerebral vasculature and microglia. ,1350.0
177,PMC 3533981,BioMed central,Bmc  public health,Geographical access to care at birth n Ghana: a barrier to safe motherhood,1536.0
178,PMC3398262,BioMed Central,Bmc biology,Detailed interrogation of trypanosome cell biology via differential organelle staining and automated image analysis,1674.0
179,PMID: 24020915 PMC3846689 ,BioMed Central,Bmc genetics,The physical capability of community-based mend and women from a British cohort: the European Prospective Investigation into Cancer (EPIC)-Norfolk study,1375.8
180,PMID:23442822,BioMed Central,Bmc genome biology,Patterns of prokaryotic lateral gene transfers affecting parasitic microbial eukaryotes,2010.0
181,PMC2843621,BioMed Central,Bmc genomics,Trichomonas vaginalis vast BspA-like gene family: evidence for functional diversity from sructural organization and transcriptomics,1204.38
182,"PMCID:
    PMC3636053",BioMed Central,Bmc genomics,"Enhancing the utility of Proteomics Signature Profiling (PSP) with Pathway Derived Subnets (PDSs), performance analysis and specialised ontologies",1254.6
183,3526451,Biomed Central,Bmc genomics,Advances in genome-wide RNAi cellular screens: a case study using the Drosophila JAK/STAT pathway,1476.0
184,"PMCID:
    PMC3664635
",BioMed Central,Bmc health services research,Community groups as 'critical enablers' of the HIV response in Zimbabwe,1536.0
185,3570299,BioMed Central,Bmc medical genetics,Maternal and offspring fasting glucose and type 2 diabetes-associated genetic variants and cognitive function at age 8: a Mendelian randomization study in the Avon Longitudinal Study of Parents and Children,1536.0
186,PMC3616814,BioMed Central,Bmc medicine,Associations between selected immune-mediated diseases and tuberculosis: record-linkage studies,1734.0
187,PMC3566971,BioMed Central,Bmc medicine,Genetic environmental and stochastic factors in monozygotic twin discordance with a focus on epigenetic differences,1794.0
188,PMC3726342,BioMed Central,Bmc microbiology,Sub-inhibitory concentrations of some antibiotics drive diversification of Pseudomonas aeruginosa populations in artificial sputum medium,1375.8
189,PMC3640928,BioMed Central,Bmc molecular biology,Multiple tandem splicing silencer elements suppress aberrant splicing within  the long exon 26 of the human Apolipoprotein B gene,1536.0
190,PMC3534503,BioMed Central,Bmc neurology,Risk of fractures in patients with multiple sclerosis: record-linkage study,1476.0
191,PMC3579723,BioMed Central,Bmc neuroscience,Steerable-filter based quantification of axonal populations at the developing optic chiasm reveal significant defects in Slit2(-/-) as well as Slit1(-/-)Slit2(-/-) embryos.,1314.6
192,PMC3537519,BioMed central,Bmc psychiatry,Rates of undiagnosed attention deficit hyperactivity disorder in London drug and alcohol detoxification units,1180.8
193,3637822,Biomed Central,Bmc psychiatry,"Detecting depression among adolescents in Santiago, Chile: sex differences",1650.51
194,"PMCID:
    PMC3637551
",BioMed Central,Bmc public health,Social acceptability and perceived impact of a community-led cash transfer programme in Zimbabwe,1314.6
195,"PMCID:
    PMC3637528
",BioMed Central,Bmc public health,The role of community conversations in facilitating local HIV competence: Case study from rural Zimbabwe,1536.0
196,3751660,BioMed Central,Bmc public health,Implementation of an educational intervention to improve hand washing in primary schools: process evaluation within a randomised controlled trial,437.0
197,"PMCID:
    PMC3766112",Biomed Central,Bmc research notes,"Prevalence of schistosome antibodies and hepatosplenic signs and symptoms among patients from Kaoma, Western Province, Zambia",729.3
198,PMC3528429,Biomed Central,Bmc veterinary research,"Prevalence of porcine cysticercosis and associated risk factors in Homa Bay District, Kenya",1230.0
199,PMC3685541 ,Biomed Central,Bms genomics,The significance of alternative transcripts for Caenerhabditis elegans transcription factor genes based on expression pattern analysis,1608.0
200,PMC3460760,BioMed Central,Clinical proteomics,Detection of BK virus in urine from renal transplant subjects by mass spectrometry,1242.0
201,PMCID: PMC3750810,BioMed Central,Evodevo,Early embryonic determination of the sexual dimorphism in segment number in geophilomorph centipedes,1564.5
202,PMID:23889909,BioMed Central,Genome biology,"The genome and transcriptome of the enteric parasite Entamoeba invadens, a model for encystation",1788.9
203,PMC3439969,BioMed Central,Genome biology,The fine-scale architecture of structural variants in 17 mouse genomes.,1950.0
204,PMC 3580495,BioMed Central,Genome biology,The multidrug-resistant PMEN1 pneeumococcus is a paradigm for genetic success,2010.0
205,PMC3706778,BioMed Central,Genome medicine,Identification and Functional Validation of HPV-mediated Hypermethylation in Head and Neck Squamous Cell Carcinoma,2010.0
206,3751770,BioMed Central,International journal for equity in health,Socio-economic position and childhood multimorbidity: a study using linkage between the Avon Longitudinal Study of Parents and Children and the General Practice Research Database,1398.0
207,PMCID: PMC3672092,BioMed Central,International journal of behavioral nutrition and physical activity,Do predictors of change differ for moderate and vigorous intensity physical activity and for weekdays and weekends? A longitudinal analysis,719.97
208,PMC3765385,Biomed Central,International journal of behavioural nutrition and physical activity,Developing and testing a street audit tool using Google Street View to measure environmental supportiveness for physical activity,1315.8
209,PMID: 23327189 PMC3566929 ,BioMed Central,International journal of health geographics,Comparing the accuracy of two secondary food environment data sources in the UK across socio-economic and urban/rural divides,867.38
210,PMC3505738,BioMed Central,Journal of cheminformatics,USRCAT: Ultrafast Shape Recognition with pharmacophoric constraints,882.12
211,PMC3520704,Biomed Central,Journal of neuroinflammation,TLR-4 ligation of dendritic cells is sufficient to drive pathogenic T cell function in experimental autoimmune encephalomyelitis,1295.4
212,"PMC3598237
",BioMed Central,Lipids in health and disease,Evaluation of seven common lipid associated loci in a large indian sib pair study,1156.5
213,PMC3655824,BioMed Central,Malaria journal,Artemisinin resistance in rodent malaria - mutation in the AP2 adaptor u-chain suggest involvment of endocytos is and membrane protein trafficking,1268.7
214,PMC 3639825,BioMed Central,Malaria journal,Urbanization and the global malaria recession,1309.5
215,PMC 3444429,BioMed central,Malaria journal,Funding for Malaria control 2006-2010: A comprehensive global assessment,1632.0
216,PMC3765893,BioMed Central,Molecular brain,Identification of key structural elements for neuronal calcium sensor-1 function in the regulation of the temperature-dependency of locomotion in C. elegans,1162.8
217,3723448,BioMed Central,Molecular brain,Weaker control of the electrical properties of cerebellar granule cells by tonically active GABAA receptors in the Ts65Dn mouse model on Down's syndrome,1428.0
218,3545919,BioMed Central,Molecular pain,Galanin-expression and galanin-dependent sensory neurons are not required for itch,1830.0
219,PMC3546020,BioMed Central,Nutrition journal,Nutritional status of young children in Mumbai slums: a follow-up anthropometric study,1680.0
220,3659006,Biomed Central,Orphanet journal of rare diseases,Brittle cornea syndrome: Recognition molecular diagnosis and management,1340.1
221,"PMCID:
    PMC3727979",BioMed Central,Parasites and vectors,Stability and change in the distribution of cytospecies of the Simulium damnosum complex (Diptera: Simuliidae) over forty years from 1971 to 2011 in southern Ghana from 1971 to 2011,1173.0
222,PMCID: PMC3665474,BioMed Central,Public health,Walking and cycling to work despite reporting an unsupportive environment: insights from a mixed-method exploration of resilience,384.0
223,PMCID:    PMC3570335,BioMed Central,Respiratory research,Can spirometric norms be set using pre- or post- bronchodilator test results in older people?,1524.9
224,"PMCID:
    PMC3726453

",BioMed Central,Respiratory research,Neutrophil adhesion molecules in experimental rhinovirus infection in COPD,1902.0
225,PMC3190389,BioMed Central,Virology journal,Label-free quantitative proteomics reveals regulation of interferon-induced protein with tetratricopeptide repeats 3 (IFIT3) and 5'-3'-exoribonuclease 2 (XRN2) during respiratory syncytial virus infection.,1242.0
226,3681581,BioMed Central ,Bmc genomics,Transcriptional adaptation of pneumococci and human pharyngeal cells in the presence of a virus infection.,608.52
227,3708772,BioMed Central ,Bmc genomics,"Phenotypic, genomic, and transcriptional characterization of Streptococcus pneumonia interacting with human pharyngeal cells.",1852.505
228,3639180,BioMed Central ,Bmc infectious diseases,The receptive versus current risks of Plasmodium falciparum transmission in Northern Namibia: implications for elimination.,1280.0
229,3721994,BioMed Central ,Hum resour health,Absenteeism amongst health workers - developing a typology to support empiric work in low-income countries and characterizing reported associations.,1525.0
230,3620707,BioMed Central ,Implement sci,"Designing a theory-informed, contextually appropriate intervention strategy to improve delivery of pediatric services in Kenyan hospitals.",1345.0
231,3544599,BioMed Central ,Malaria journal,Shifts in malaria vector species composition and transmission dynamics along the Kenyan coast over the past 20 years,1235.0
232,3614520,BioMed Central ,Malaria journal,"The effect of an anti-malarial subsidy programme on the quality of service provision of artemisinin-based combination therapy in Kenya: a cluster-randomized, controlled trial.",1235.0
233,3652741,BioMed Central ,Parasit vectors,"The role of Anopheles arabiensis and Anopheles constant in indoor and outdoor malaria transmission in Taveta District, Kenya",1200.0
234,PMC3577477,BioMed Central ,Respiratory research,Sputum mediator profiling and relationship to airway wall geometry imaging in severe asthma,1854.0
235,PMC3765690 ,BioMed Central Limited,Aids research and therapy,Collective Patient behaviours derailing ART rool-out in KwaZulu-Natal: Perspectives of Health Care Providers,1240.0
236,PMC 3599138,BioMed Central Limited,Bmc pediatrics,A retrospective study of Human Immunodeficincy Virus transmission mortality and loss to follow-up among infants in the first 18 months of life in prevention of mother-t-child transmission programme in an urban hospital in KwaZulu-Natal South Africa,1280.0
237,PMC 3570447,BioMed Central Limited,Bmc public health,Tuberculosis and poverty: the contribution of patients costs in sub-Saharan Africa - a systematic review,1280.0
238,PMC 3599138,BioMed Central Limited,Bmc public health,Maternal HIV disclosure to HIV- uninfected children in rural South Africa: a pilot study of family-based intervention,1280.0
239,PMC3651303 ,BioMed Central Limited,Bmc public health,Older HIV-infected individuals present late and have a higher mortality: Brighton UK cohort study,1280.0
240,PMC3529683,BioMed Central Limited,Human resources for health,Human resources needs for universal access to antiretroviral therapy in South Africa: A time-motion study,1125.0
